Reference Year,Facility Name,City,Province,Total Emissions (CO2e)
2020,LA BRASSERIE LABATT,LASALLE,Quebec,18196.541
2020,Niton Sweet Gas Plant,NITON,Alberta,11969.621
2020,Lindbergh Facility,LINDBERGH,Alberta,24999.953
2020,WASTEWATER TREATMENT PLANT,SASKATOON,Saskatchewan,20875.48683
2020,Toyota Motor Manufacturing Canada Inc. (Woodstock),Woodstock,Ontario,31186.157
2020,BUNGE CANADA - ALTONA PLANT,ALTONA,Manitoba,38411.7035
2020,BUNGE CANADA - FORT SASKATCHEWAN PLANT,STURGEON COUNTY,Alberta,15640.15025
2020,BUNGE CANADA - HARROWBY PLANT,HARROWBY,Manitoba,31198.273
2020,NAL Sturgeon Lake Gas Plant 13-07-069-24-W5,,Alberta,14675.241
2020,Tilley Main Gas Battery 08-16,,Alberta,11433.257
2020,JCWP 7-6,SWAN HILLS,Alberta,26667.119
2020,Westerose Comp Stn 11-09,,Alberta,29691.5457
2020,Redwater Sour Gas Plant 01-29,REDWATER,Alberta,13349.269
2020,Beartrap Custom Treating Facility,BONNYVILLE,Alberta,13011.113
2020,Pierson Oil Battery 14-09,,Manitoba,12944.7438
2020,BUNGE CANADA - NIPAWIN PLANT,NIPAWIN,Saskatchewan,30126.2226
2020,North East Station 7-15,CYPRESS COUNTY,Alberta,10413.95192
2020,Clearhills 16-11-088-13 W6M,FAIRVIEW,Alberta,15367.163
2020,Ladyfern Comp Stn B-017-I,,British Columbia,12745.317
2020,Minehead 10-12,,Alberta,12948.526
2020,Wild Hay Gas Battery 13-24,,Alberta,24420.078
2020,Smoky Sweet Gas Plant 07-36,,Alberta,28671.87
2020,LET de La Nouvelle-Beauce,FRAMPTON,Quebec,12671.336
2020,Ferrier 01-34-040-09 W5M,,Alberta,14951.455
2020,Installations Portuaires et Services Ferroviaires,LA BAIE,Quebec,13499.405
2020,Hythe Comp Stn a-029-H,DAWSON CREEK,British Columbia,26836.2624
2020,Usine de Gatineau,GATINEAU,Quebec,50497.672
2020,Centrale de Kuujjuaq,KUUJJUAQ,Quebec,13473.465
2020,Centrale d'Obedjiwan,OBEDJIWAN,Quebec,9830.834
2020,Prairie Green IWMF,ROSSER,Manitoba,31849.94274
2020,Kapuskasing Operations,KAPUSKASING,Ontario,22547.28781
2020,Cactus Lake Battery,CACTUS LAKE,Saskatchewan,55236.2233
2020,Midale Complex 07-12-06-11W2,WEYBURN,Saskatchewan,19720.83035
2020,Consort Sweet Gas Plant,CONSORT,Alberta,20822.1192
2020,Wildhay Cecilia-Kaybob Plant,SWAN HILLS,Alberta,18149.736
2020,Leafland Facility,ROCKY MOUNTAIN HOUSE,Alberta,12314.704
2020,Air Liquide Canada - Hamilton (ASU and H2),HAMILTON,Ontario,9984.961
2020,"Cascades Groupe Tissu Candiac, une division de Cascades Canada ULC",CANDIAC,Quebec,32820.53822
2020,Graphic Packaging International Canada ULC - East Angus,EAST ANGUS,Quebec,31456.083
2020,Everdell 14-20-038-07W5 GP,,Alberta,21456.067
2020,Armstrong Division,ARMSTRONG,British Columbia,12664.3933
2020,Soda Creek,WILLIAMS LAKE,British Columbia,12029.6386
2020,"Cascades Groupe Tissu Kingsey Falls, une division de Cascades Canada ULC",KINGSEY FALLS,Quebec,17773.65202
2020,ArcelorMittal Longueuil,LONGUEUIL,Quebec,22429.1806
2020,Moose Mountain Compressor Station,CALGARY,Alberta,29234.2234
2020,Bonnybrook Wastewater Treatment Plant,CALGARY,Alberta,28621.6
2020,Greenway Pollution Control Centre,London,Ontario,4926.88
2020,Drayton Valley Sawmill,DRAYTON VALLEY,Alberta,18443.67
2020,Joffre Nitrogen Operations,LACOMBE COUNTY,Alberta,21666.9154
2020,Dunvegan Plant 15-03-081-04 W6M,FAIRVIEW,Alberta,21465.942
2020,Alberta Processing Company,CALGARY,Alberta,15087.02
2020,Northern Alberta Processing Company,EDMONTON,Alberta,16548.81
2020,Guelph Glass Plant,GUELPH,Ontario,12104.6491
2020,Ãtablissement 01,LONGUEUIL,Quebec,11849.239
2020,Etobicoke Casting Plant,TORONTO,Ontario,8218.003765
2020,Steelman Gas Plant,ESTEVAN,Saskatchewan,39941.354
2020,Ricinus Gas Plant,ROCKY MOUNTAIN HOUSE,Alberta,32453.64
2020,Pembina  North Gas Plant,DRAYTON VALLEY,Alberta,25237.471
2020,Brazeau Sweet Gas Plant,DRAYTON VALLEY,Alberta,19311.274
2020,ALBERTA PLYWOOD EDMONTON - A Division of West Fraser Mills Ltd,EDMONTON,Alberta,17548.2848
2020,Nottingham Gas Plant 07-17-005-32-W1,NOTTINGHAM,Saskatchewan,19612.9822
2020,Centrica Compressor Station 10-10,EDSON,Alberta,33507.2168
2020,East River,EAST RIVER,Nova Scotia,10039.65
2020,Turin Sour Gas Plant,TURIN,Alberta,15277.978
2020,South Swan Hills,SWAN HILLS,Alberta,26419.23
2020,PETRO-CAN WHITECOURT,WHITECOURT,Alberta,27048.88918
2020,Teepee Creek Plant 07-02-074-04 W6M,,Alberta,15808.807
2020,Chime 5-26 Compressor Station,GREENVIEW NO. 16,Alberta,19536.7767
2020,Chime 08-13,GREENVIEW,Alberta,7905.7587
2020,Alder Flats Sweet Gas Plant,,Alberta,16875.579
2020,Ferrier Comp Stn 13-17,,Alberta,15030.476
2020,Medicine River Sour Gas Plant,,Alberta,12749.16
2020,Peco Sweet Gas Plant,,Alberta,16504.509
2020,Placid Gas Battery 06-31,,Alberta,11246.589
2020,Viking Sweet Gas Plant,,Alberta,18274.89098
2020,Wapiti Comp Station 07-23,,Alberta,15295.522
2020,Carrot Creek Gas Plant,,Alberta,18284.593
2020,Brazeau Comp Stn 02-10,CALGARY,Alberta,14869.005
2020,Hussar Crowfoot Sweet Gas Plant 14-01,,Alberta,19468.6499
2020,Hythe Gas Battery 15-31,GRANDE PRAIRIE,Alberta,18710.764
2020,Redland Comp Stn 11-19,,Alberta,12227.8857
2020,Redland Sweet Gas Plant (01-20),,Alberta,16471.2936
2020,Severn Comp Stn 06-17,,Alberta,11262.9356
2020,Cassils Comp Stn 13-24-019-15W4,,Alberta,15308.356
2020,Countess Makepeace Sweet Gas Plant 12-33-022-18W4,,Alberta,25545.118
2020,Bassano Lathom Comp Stn 10-23-020-18W4,,Alberta,12758.007
2020,Rosemary Sweet Gas Plant 08-21-021-15W4,,Alberta,19758.218
2020,Suffield A2 Sour Gas Plant,,Alberta,14800.804
2020,Suffield CD Comp Stn 01-04,,Alberta,13229.923
2020,Suffield D Comp Stn 01-04,,Alberta,18948.714
2020,Suffield E Comp Stn 04-03,,Alberta,12968.554
2020,Tide Lake Comp Stn 01-04-018-11W4,,Alberta,14126.61
2020,Verger A Sweet Gas Plant 04-28-022-16W4,,Alberta,12968.058
2020,Wayne Dalum Sweet Gas Plant 05-17-027-19W4,,Alberta,12598.112
2020,BLENHEIM LANDFILL,BLENHEIM,Ontario,15709.344
2020,Peyto Wildhay 04-21-055-23W5,,Alberta,49140.46376
2020,Peyto Kakwa 02-11-060-04W6,,Alberta,14541.97323
2020,Ferrier 01-20-039-07 W5M,,Alberta,14931.492
2020,Hamburg 11-14-097-11 W6M,,Alberta,14138.177
2020,GoodFish South Sour Gas Plant 03-32,,Alberta,19302.899
2020,Eaglesham Culp 05-34-078-25 W5M,,Alberta,13103.523
2020,WIMBORNE Gas Battery 2-16-34-26W4,,Alberta,13852.65
2020,Markerville Compressor Station #1,RED DEER,Alberta,10405.8653
2020,FCA Canada Inc. - Windsor Assembly Plant,WINDSOR,Ontario,56762.02347
2020,Port Hope Conversion Facility,PORT HOPE,Ontario,21973.0706
2020,South Wapiti 16-36,,Alberta,13636.294
2020,Victoria Hospital,LONDON,Ontario,49051.772
2020,Alberta Hub Gas Storage Facility,PEERS,Alberta,12081.816
2020,UNITY ETHANOL PLANT,UNITY,Saskatchewan,24105.38054
2020,Tourmaline Hinton Gas Plant (06-32-51-25 W5M),HINTON,Alberta,26396.48509
2020,Horse 16-17-058-26-W5,HINTON,Alberta,66429.95419
2020,Warner Oil Battery 04-20-007-16W4,WRENTHAM,Alberta,10152.678
2020,Moose Moutain Oil Battery 02-23-023-07W5,BRAGG CREEK,Alberta,14568.54677
2020,Yorkton,YORKTON,Saskatchewan,45834.2316
2020,Olymel S.E.C. Red Deer,Red Deer,Alberta,24710.7495
2020,Bracemac-McLeod,MATAGAMI,Quebec,16885.3581
2020,Camrose Regional Landfill,CAMROSE,Alberta,16911.59669
2020,Niagara Road 12 Landfill Site,WEST LINCOLN,Ontario,24881.8584
2020,Bridge Street Landfiil Site,FORT ERIE,Ontario,32989.04
2020,Elm Street Landfill Site,PORT COLBORNE,Ontario,14668.08
2020,Pcp Westerose 14-27,,Alberta,11058.8404
2020,Pancdn Wilson Creek #2,,Alberta,28766.675
2020,Brazeau Office 01-01,CLEARWATER COUNTY,Alberta,45927.672
2020,GROUNDBIRCH GP 06-19-080-20W6,GROUNDBIRCH,British Columbia,13783.04
2020,Sukunka Comp Stn A-064-J,,British Columbia,41504.6
2020,Kerrobert 03-27-032-23W3 BTY,KERROBERT,Saskatchewan,30992.236
2020,Town North B-070-C/094-G-01,FORT ST. JOHN,British Columbia,17325.7625
2020,Younger NGL Extraction Plant,TAYLOR,British Columbia,24656.312
2020,Welded Tube (Q&T Plant),WELLAND,Ontario,7432.565277
2020,BPCO Edmonton,EDMONTON,Alberta,16664.428
2020,Chaparral Landfill,CALGARY,Alberta,36610.06836
2020,Chungo Compressor Station 05-26-043-18W5,CLEARWATER COUNTY,Alberta,11438.72589
2020,Valhalla Oil Battery 06-18,LA GLACE,Alberta,11949.982
2020,Valbruna ASW Inc.,WELLAND,Ontario,17906.4695
2020,Superb Kerrobert THAI Project,Coleville,Saskatchewan,17773.5657
2020,Kakwa Sour Gas Processing Plant 16-07-063-05W6,,Alberta,50003.753
2020,Resthaven Gas Battery 02-16,,Alberta,12904.548
2020,Cresecent Point Shaunavon Oil Battery 04-16,,Saskatchewan,22571.132
2020,Young-Davidson,MATACHEWAN,Ontario,32059.0035
2020,Kiwigana Comp Stn C-093-L,FORT NELSON,British Columbia,31170.4239
2020,Caribou D-032-C/094-G-07,FORT ST. JOHN,British Columbia,19868.2553
2020,Lily B-038-J/094-G-02,FORT ST. JOHN,British Columbia,12650.1291
2020,Huron 15-34-079-17-W6,TAYLOR,British Columbia,25574.35249
2020,Ferrier Compressor Station 04-13-039-09W5,,Alberta,39323.215
2020,Projet Nunavik Nickel,RIVIÃRE KOKSOAK,Quebec,103793.1746
2020,Aquatera Grande Prairie WWTP (and Landfill),GRANDE PRAIRIE,Alberta,34946.93405
2020,Robin Hood Bay Regional Waste Management Facility,ST. JOHN'S,Newfoundland and Labrador,34950.7799
2020,Tourmaline Anderson Gas Plant (01-09-051-24 W5M),HINTON,Alberta,18099.21676
2020,Eastern Ontario Landfill,MOOSE CREEK,Ontario,93288.51357
2020,Jansen Project,SASKATOON,Saskatchewan,9376.835629
2020,Fonderie Bibby Ste-Croix,SAINTE-CROIX,Quebec,17642.081
2020,Ante Creek North Sweet Gas Plant 10-07,,Alberta,37376.424
2020,Vero Edson Sweet Gas Plant 12-15-053-15W5,,Alberta,23412.564
2020,Kaybob Gas Plant 05-31,GRANDE PRAIRIE,Alberta,24058.876
2020,Leitchville Sour Gas Plant,,Saskatchewan,21590.5122
2020,Fort Hills Oil Sands,FORT MCMURRAY,Alberta,1949779.448
2020,Ferrero Canada Limited,BRANTFORD,Ontario,27720.48628
2020,Altares D-097-G/094-B-08,FORT ST. JOHN,British Columbia,10581.7398
2020,Green D-039-C/094-G-10,FORT ST. JOHN,British Columbia,12546.6548
2020,W Gundy B-032-B/094-B-16,FORT ST. JOHN,British Columbia,15773.5371
2020,Lily A-29-J Gas Plant,FORT ST. JOHN,British Columbia,10630.6627
2020,Resthaven 02-10,CALGARY,Alberta,33997.9874
2020,Shaunavon Oil Battery 01-15,,Saskatchewan,32872.163
2020,Hangingstone Expansion Project,RM OF WOOD BUFFALO,Alberta,534318.9073
2020,Golden Lake Oil Multi Well Battery 14-13-047-23W3,MAIDSTONE,Saskatchewan,19133.49505
2020,Ferguson Compressor Station 03-25-003-17W4,WARNER,Alberta,18742.968
2020,Altares Gas Plant b-24-H,,British Columbia,37385.3538
2020,Sarnia CO2 & Dry Ice Plant,SARNIA,Ontario,36096.96
2020,Wild River 11-16-055-24-W5,HINTON,Alberta,46158.74206
2020,Wapiti Comp stn 15-09,WAPITI,Alberta,35861.668
2020,Veolia ES Canada Services Industriels inc.,ST-HYACINTHE,Quebec,18351.6005
2020,Installations portuaires de Port-Cartier,PORT-CARTIER,Quebec,12313.1984
2020,Julienne A-005-I/094-G-02,FORT ST JOHN,British Columbia,31419.7808
2020,Gundy D-004-H/094-B-16,FORT ST JOHN,British Columbia,28021.3578
2020,North Beg D-045-D/094-G-08,FORT ST JOHN,British Columbia,16061.3785
2020,Sundown B-067-H/093-P-10,DAWSON CREEK,British Columbia,47872.54182
2020,Brazeau CS 06-27-047-14W5,CYNTHIA,Alberta,16619.0326
2020,Galloway Power Plant,PEACE RIVER,Alberta,21002.301
2020,Kerrobert 01-01-033-24W3,KERROBERT,Saskatchewan,72836.394
2020,Pembalta Gas Plant 09-25,CALGARY,Alberta,21134.432
2020,Maple Leaf Foods - Heritage,HAMILTON,Ontario,15174.41186
2020,KAYBOB SOUR GAS PROCESSING PLANT 15-07-060-18 W5M,CALGARY,Alberta,27054.8473
2020,Wapiti Gas Battery 03-36,CALGARY,Alberta,58907.131
2020,Mountain Road Landfill,NIAGARA FALLS,Ontario,57973.5352
2020,Torc Macoun Oil Battery 06-24-004-09W2,MACOUN,Saskatchewan,10509.704
2020,Cynthia GP & Bty,CYNTHIA,Alberta,26825.645
2020,Kakwa 01-02-064-05W6,KAKWA,Alberta,23375.4
2020,Kakwa 07-04-064-05W6,KAKWA,Alberta,37439.5
2020,Kakwa 13-08-064-04W6,KAKWA,Alberta,34508.7
2020,Kakwa 16-29-064-05 W6M,KAKWA,Alberta,30267.4
2020,Kaybob 15-28,KAYBOB,Alberta,17052.8235
2020,PARA KARR 06-18 COMPRESSOR,CALGARY,Alberta,106193.1851
2020,Kakwa 16-21-063-04W6,KAKWA,Alberta,36231.4
2020,Musreau II 09-26-062-6W6,,Alberta,47423.2003
2020,Plover SAGD 06-22,-,Saskatchewan,46895.2931
2020,Tourmaline Spirit River Gas Plant (03-10-077-07 W6M),GRAND PRAIRIE,Alberta,74500.43609
2020,Pipestone Comp Stn 16-34,GRANDE PRAIRIE,Alberta,45381.15
2020,Harley 08-10-057-27-W5,GRAND CACHE,Alberta,23364.82482
2020,Saturn Gas Plant 15-27,DAWSON CREEK,British Columbia,27159.7429
2020,Town Comp Stn. B-8-I,,British Columbia,116181.9964
2020,Graham C-77-F,FORT ST JOHN,British Columbia,10494.3326
2020,Wilder Sweet Gas Plant 10-14,,British Columbia,56665.624
2020,BFC Valcartier,COURCELETTE,Quebec,25560.9045
2020,Kelt Pouce Coupe 103/06-33-077-11W6M,POUCE COUPE,Alberta,31554.949
2020,Gahcho Kue Mine,KENNADY LAKE,Northwest Territories,129791.2103
2020,Gleichen Comp Stn 13-26,CALGARY,Alberta,13107.63
2020,Redland South Comp Station 06-04,,Alberta,11983.6464
2020,PFI Carrot Creek Comp Stn 08-36-051-14W5,,Alberta,14820.178
2020,Wapiti Gas Battery 08-10,CALGARY,Alberta,56767.234
2020,Onion Lake Thermal 14-05-056-27W3,ONION LAKE,Saskatchewan,340154.041
2020,Carrier et BÃ©gin inc.,SAINT-HONORÃ-DE-SHENLEY,Quebec,19263.0
2020,Revolution Landfill,STONEY CREEK,Ontario,52150.504
2020,Tourmaline Ansell Plant (01-34-51-18 W5M),ANSELL,Alberta,27640.15858
2020,Tourmaline Edson Gas Plant (04-17-051-18-W5M),EDSON,Alberta,45815.25012
2020,Zeta Creek GP 11-10,DRAYTON VALLEY,Alberta,15021.47
2020,Alder Flats Gas Plant 10-09,CALGARY,Alberta,35481.484
2020,13-11-062-27 W5M Simonette,GRAND PRAIRIE,Alberta,24514.5559
2020,Tourmaline 12-06-081-07-W6,BLUEBERRY MOUNTAIN,Alberta,20755.67503
2020,Enerkem Alberta Biofuels,EDMONTON,Alberta,22539.16268
2020,Sunnybrook Health Sciences Centre,TORONTO,Ontario,25003.1319
2020,Kildair Sorel-Tracy Terminal,SOREL-TRACY,Quebec,12808.1873
2020,W.R. Grace Canada Corp.,SALABERRY-DE-VALLEYFIELD,Quebec,25523.26646
2020,Aitken Creek Sour Gas Plant c-038-C,,British Columbia,96317.018
2020,Edam CPF 06-11-048-19 W3M,VAWN,Saskatchewan,192352.6183
2020,Edam West Thermal 11-19-048-20W3,LLOYDMINSTER,Saskatchewan,92903.23921
2020,Rainy River Mine,Emo,Ontario,138145.012
2020,Birley Umbach A-072-F/094-H-03,BEATTON RIVER,British Columbia,15237.49882
2020,Townsend Gas Plant,,British Columbia,172205.739
2020,BUBBLES A-053-B/094-G-08,FORT ST. JOHN,British Columbia,19167.066
2020,"Cascades Groupe Tissu Lachute, une division de Cascades Canada ULC",LACHUTE,Quebec,9240.21005
2020,NBRHC,NORTH BAY,Ontario,12540.2777
2020,Alameda Sour Gas Plant 16-08,ALAMEDA,Saskatchewan,30136.8755
2020,LRE - Kakwa 07-14,,Alberta,11405.623
2020,Kakwa 16-23-063-05 W6M,KAKWA,Alberta,30459.0
2020,Kakwa 08-06-064-04W6,KAKWA,Alberta,45142.5
2020,Kakwa 02-31-063-04W6,KAKWA,Alberta,65230.5
2020,Kakwa 04-14-064-05W6,KAKWA,Alberta,29912.8
2020,Cutbank 10-10-065-05 W6M,CUTBANK,Alberta,16425.8
2020,Altana Pendant D'oreille 01-17,,Alberta,12039.25863
2020,Wascana Many Islands 04-16,,Alberta,16939.92801
2020,Pancan Alderson Monogram 13-14,,Alberta,16273.11692
2020,Homestead Hatton 14-2 Battery,,Saskatchewan,18297.60194
2020,Bethune Mine,BETHUNE,Saskatchewan,769971.5985
2020,Tourmaline Cecilia Gas Plant (15-04-058-23 W5M),CALGARY,Alberta,26008.24846
2020,Tourmaline Columbia Gas Plant (15-36-044-15 W5M),CALGARY,Alberta,57211.07018
2020,Redwater Fractionation Site Facility II (RFS II),GIBBONS,Alberta,263865.6
2020,Ante Creek Multi-Well Gas Battery 05-26,VALLEY VIEW,Alberta,23774.56
2020,Mine Renard,BAIE-JAMES,Quebec,39822.777
2020,Horse Sweet Gas Plant 14-23-058-26W5,,Alberta,22220.477
2020,Sturgeon Refinery,GIBBONS,Alberta,1025244.444
2020,University of Regina - Main Campus,REGINA,Saskatchewan,12772.872
2020,Comox Valley Waste Management Centre,CUMBERLAND,British Columbia,17956.5916
2020,Campbell River Waste Management Centre,CAMPBELL RIVER,British Columbia,44539.0
2020,Tooga Gas Plant B-031-I,PEACE RIVER,British Columbia,21651.956
2020,Flagstaff Waste Regional Landfill,SEDGEWICK,Alberta,24411.7
2020,Dawson Sour Gas Plant 13-07,,British Columbia,170423.74
2020,South Health Campus,CALGARY,Alberta,16086.3135
2020,Sinclair 03-04-008-29 W1M,SINCLAIR,Manitoba,18399.77
2020,Sinclair 13-14-008-29 W1M,SINCLAIR,Manitoba,45223.06
2020,Daly 08-28-009-29 W1M,CROMER,Manitoba,29067.29
2020,Cromer 13-10-009-28 W1M,CROMER,Manitoba,26791.25
2020,Waskada 15-21-001-25 W1M,WASKADA,Manitoba,15817.13
2020,Goodlands 16-10-001-24 W1M,GOODLANDS,Manitoba,12565.78
2020,Rockyview General Hospital,CALGARY,Alberta,11553.595
2020,Tower Gas Plant 03-07-081-17W6,DAWSON CREEK,British Columbia,28632.7787
2020,1200 Montreal Road Campus,OTTAWA,Ontario,16561.328
2020,CNUL Cliffdale Facilities,PEACE RIVER,Alberta,24905.104
2020,Service GMR,ARMAGH,Quebec,23701.938
2020,Lieu d'enfouissement de St-Lambert de Lauzon (LET/LES),SAINT-LAMBERT-DE-LAUZON,Quebec,25353.23598
2020,Baptiste Comp Stn 06-21,CALGARY,Alberta,22483.82
2020,Dumur Industries Assembly Division,REGINA,Saskatchewan,186.415562
2020,Sand Creek Sour Gas Plant,CALGARY,Alberta,32892.09
2020,Mervin EOR Central Facility 11-36-049-20W3,TURTLE RIVER,Saskatchewan,19922.3415
2020,Lashburn EOR Central Facility 12-01-049-24W3,ELDON,Saskatchewan,21919.5845
2020,EDAM EOR Central Facility 07-24-049-20W3,TURTLE RIVER,Saskatchewan,7041.5994
2020,Wainwright Multiwell Oil Battery 09-32-045-06W4,WAINWRIGHT NO. 61,Alberta,35709.18981
2020,Cantuar Oil MWB 15-15,,Saskatchewan,34438.361
2020,SEEP Ethane Extraction Plant 13-19,,Saskatchewan,6709.1
2020,Swan Hills Oil MWB 12-36,,Alberta,16732.228
2020,Flat Lake Sour Gas Plant 09-16,WEYBURN,Saskatchewan,25466.3392
2020,Rapdan Sour Gas Plant 13-01,SWIFT CURRENT,Saskatchewan,17073.3448
2020,Redcliff Cypress Regional Landfill,CYPRESS COUNTY,Alberta,46370.194
2020,Tourmaline Doe Gas Plant (02-11-080-16 W6M),DAWSON CREEK,British Columbia,105883.0907
2020,Wilrich 16-27 Compressor Station,,Alberta,13473.332
2020,Winnipeg,WINNIPEG,Manitoba,16812.4851
2020,Drumheller & District Regional Landfill,DRUMHELLER,Alberta,26328.6017
2020,Hebron Platform,ST. JOHN'S,Newfoundland and Labrador,506713.1491
2020,Park Road Landfill,GRIMSBY,Ontario,11217.6148
2020,Quest Carbon Capture and Storage (CCS) Project,FORT SASKATCHEWAN,Alberta,88.885452
2020,NAIT - Main Campus,Edmonton,Alberta,19551.93
2020,TORC et Al Weir Hill Oil Battery 11-25-005-06W2,,Saskatchewan,16847.522
2020,Kakwa 12-14-063-05W6,KAKWA,Alberta,75043.6
2020,Kakwa 08-07-063-04W6,KAKWA,Alberta,68838.1
2020,1972 Landfill (non-operating),RED DEER,Alberta,43979.71
2020,Eagle Lake 11-09-031-21W3 BTY,KERROBERT,Saskatchewan,34625.695
2020,Wembley Comp Station 06-27,,Alberta,10622.287
2020,Cutbank Comp Stn 10-36,,Alberta,12555.994
2020,Knockholt Sub-Regional Landfill,"RURAL - CLOSEST TOWN HOUSTON, BC",British Columbia,13514.33046
2020,Ansell Sweet Gas Plant 01-24,,Alberta,32611.211
2020,Bilbo Compressor Station 04-23,,Alberta,36371.742
2020,Cecilia 14-36-057-23 W5M,,Alberta,29790.754
2020,Knopcik Gas Plant 09-10-074-11 W6M,,Alberta,23543.349
2020,Duncan Compressor Station 10-36,,Alberta,14367.756
2020,Chinchaga 01-24-096-05 W6M,,Alberta,12979.313
2020,Tilley West Compressor Station 01-03,,Alberta,20274.114
2020,Leland Compressor Station 16-27,,Alberta,15372.592
2020,Swan Hills Compressor Station 03-18,,Alberta,19696.079
2020,Obed Gas Battery 14-32,,Alberta,13176.045
2020,Wild River West Gas Battery 08-30,,Alberta,10938.602
2020,City of Medicine Hat Landfill,CYPRESS COUNTY,Alberta,49632.25
2020,Bantry Gas Battery 05-08,,Alberta,17469.91
2020,Hangingstone Compressor Station 11-10,,Alberta,13787.038
2020,Nanaimo Regional Landfill,NANAIMO,British Columbia,45576.19
2020,Claresholm Sweet Gas Plant 13-31-011-26W4,,Alberta,12758.299
2020,Wembley Oil Battery 14-03-073-08W6,,Alberta,34194.798
2020,Bilbo Compressor Station 06-34-065-08W6,,Alberta,10886.698
2020,Karr Creek Compressor Station 12-35-063-02W6,,Alberta,12110.586
2020,Tourmaline West Wolf Lake Gas Plant (10-03-052-17 W5M),EDSON,Alberta,17960.01768
2020,Natural Gas Distribution System,WINNIPEG,Manitoba,39028.0168
2020,Ciment McInnis inc.,PORT-DANIEL-GASCONS,Quebec,1204857.011
2020,BRAZEAU 14-30-45-11W5 MWOB,BRAZEAU,Alberta,25833.3058
2020,Newell Regional Landfill,BROOKS,Alberta,15917.27
2020,PETRO-CAN MED HAT #3,MEDICINE HAT,Alberta,27743.9838
2020,PETRO-CAN ALDERSON,ALDERSON,Alberta,29345.0829
2020,PETRO-CAN MED HAT #1,MEDICINE HAT,Alberta,18931.6336
2020,Pouce Coupe Battery 6-3,POUCE COUPE,Alberta,13582.9301
2020,Gilby 2-27 Gas Plant,Gilby,Alberta,17015.2573
2020,PETRO-CAN GILBY,GILBY,Alberta,12972.8151
2020,Turner Valley Battery 6-16,,Alberta,39459.8122
2020,MORNINGSIDE 11-35 COMP,,Alberta,14251.3632
2020,Marlboro Gas Plant 05-29-055-19 W5M,YELLOWHEAD COUNTY,Alberta,21785.6176
2020,SOUTH ROSEVEAR 11-36-53-15,,Alberta,22351.2815
2020,Willesden Green 10-34-40-06w5 Ggs,,Alberta,18774.4662
2020,Pine Creek 12-2-56-19 Multiwell Gas,,Alberta,20620.039
2020,Ansell Gas Plant 12-31-050-17 W5M,YELLOWHEAD COUNTY,Alberta,40954.2826
2020,Gilby 03-28-41-4 Ggs,GILBY,Alberta,49071.8316
2020,BILBO GAS PLANT 4-25-65-7W6,GREENVIEW,Alberta,32527.0287
2020,LET de Neuville,NEUVILLE,Quebec,21637.1796
2020,PCR FERRIER 7-16 COMP.,FERRIER - WEST,Alberta,26898.61593
2020,Pembina Blue Rapids 04-08-047-09W5,PEMBINA,Alberta,21380.82475
2020,Valhalla Plant 13-21-76-9W6,GRANDE PRAIRIE,Alberta,12828.4936
2020,Fort McMurray Regional Landfill,FORT MCMURRAY,Alberta,93266.82
2020,Leduc & District Regional Waste Facility,LEDUC,Alberta,66577.2104
2020,Placid 6-29,FOX CREEK,Alberta,52481.04251
2020,Usine de production d'eau potable,SAINT-EUSTACHE,Quebec,171.417165
2020,Usine d'Ã©puration,SAINT-EUSTACHE,Quebec,294.234
2020,Brockville Activated Alumina Plant,BROCKVILLE,Ontario,10201.45342
2020,Jayar 06-08-062-03W6 GP,JAYAR,Alberta,59735.71096
2020,North York Division,TORONTO,Ontario,16872.535
2020,Whitby,WHITBY,Ontario,78661.8775
2020,Armstrong Spallumcheen Recycling and Disposal Facility,NEAREST CITY IF ARMSTRONG,British Columbia,12874.41387
2020,Sechelt Landfill,SECHELT,British Columbia,22843.33357
2020,Port Colborne Refinery,PORT COLBORNE,Ontario,15977.80062
2020,Greater Vernon Recycling and Disposal Facility,NEAREST CITY IS VERNON,British Columbia,46741.2726
2020,Alix Malthouse,ALIX,Alberta,21453.1204
2020,Les Entreprises Environementales de Pierrefonds,PIERREFONDS,Quebec,24678.775
2020,Tupper West Field,SUNDOWN,British Columbia,22600.8634
2020,Dundas,DUNDAS,Ontario,21864.6888
2020,Usine Vaudreuil,JONQUIÃRE,Quebec,367707.408
2020,Burlington,BURLINGTON,Ontario,17471.8811
2020,RMRSWA Landfill,ROCKY MOUNTAIN HOUSE,Alberta,19060.27166
2020,Carbon,CARBON,Alberta,39566.6476
2020,DSO Timmins Project,SCHEFFERVILLE,Newfoundland and Labrador,36276.315
2020,Kola 12-24-010-29 W1M,KOLA,Manitoba,27495.42
2020,Pouce Coupe Gas Plant,SADDLE HILLS COUNTY,Alberta,15249.31431
2020,Aitken Creek Plant,FORT ST. JOHN,British Columbia,8114.268798
2020,Fourth Creek Gas Plant,SILVER VALLEY,Alberta,17315.72605
2020,11-19 Compressor Station,SPIRIT RIVER,Alberta,7592.378182
2020,Cabin Gas Plant,FORT NELSON,British Columbia,10962.0371
2020,Agincourt Plant,TORONTO,Ontario,45277.94964
2020,Green Electron Power Plant,COURTRIGHT,Ontario,41827.73
2020,Pickering,PICKERING,Ontario,14058.54
2020,Carleton university,Ottawa,Ontario,18208.12359
2020,St. David's Hydroponics,NIAGARA ON THE LAKE,Ontario,21866.83
2020,Six Nations Natural Gas Company Limited,OHSWEKEN,Ontario,18078.566
